Battery_ID,Chemistry,Cycle,Voltage_V,Current_A,Temperature_C,SOC_percent,Charge_Rate_C,Discharge_Rate_C,Capacity_Ah,Internal_Resistance_Ohm,SOH_percent,RUL_Cycles,Risk,Recommended_Application
BX0003,LFP,25,3.656,1.827,27.57,52.11,1.5,1.5,1.9955,0.05485,99.38,2378,LOW,EV USE
BX0003,LFP,46,3.657,3.061,29.18,38.24,1.0,1.5,1.9769,0.05955,98.9,2309,LOW,EV USE
BX0003,LFP,67,3.597,2.581,27.3,24.34,1.0,0.5,1.9818,0.05885,99.4,2300,LOW,EV USE
BX0003,LFP,88,3.674,1.33,23.13,39.67,0.5,2.5,1.9734,0.06087,98.85,2336,LOW,EV USE
BX0003,LFP,109,3.63,2.177,26.64,80.5,0.5,1.5,1.9791,0.05593,98.48,2282,LOW,EV USE
BX0003,LFP,131,3.661,0.601,25.84,87.09,1.0,2.0,1.9851,0.05621,99.31,2241,LOW,EV USE
BX0003,LFP,152,3.681,3.339,28.15,29.16,1.5,2.0,1.9558,0.05939,97.86,2202,LOW,EV USE
BX0003,LFP,173,3.677,1.214,25.15,95.57,0.5,0.5,1.9611,0.06379,97.82,2130,LOW,EV USE
BX0003,LFP,194,3.592,1.14,25.52,90.31,0.5,0.5,1.9359,0.06252,97.72,2116,LOW,EV USE
BX0003,LFP,216,3.669,2.065,21.88,64.04,0.5,1.0,1.9784,0.05955,97.56,2158,LOW,EV USE
BX0003,LFP,237,3.6,1.261,23.84,18.68,0.5,2.5,1.9136,0.06458,96.54,2157,LOW,EV USE
BX0003,LFP,258,3.652,3.478,31.74,73.29,0.5,2.0,1.9234,0.06298,97.47,2083,LOW,EV USE
BX0003,LFP,279,3.688,1.32,28.62,70.99,1.0,2.5,1.9538,0.06003,97.48,2100,LOW,EV USE
BX0003,LFP,301,3.702,0.686,27.38,70.0,0.5,0.5,1.9437,0.06761,96.84,2140,LOW,EV USE
BX0003,LFP,322,3.668,2.404,31.51,68.63,1.0,1.0,1.9102,0.06599,96.05,2074,LOW,EV USE
BX0003,LFP,343,3.664,2.97,30.52,58.99,1.5,0.5,1.9253,0.06941,96.45,2088,LOW,EV USE
BX0003,LFP,364,3.708,0.609,22.76,82.79,2.0,1.5,1.9166,0.06613,96.29,1988,LOW,EV USE
BX0003,LFP,386,3.709,1.591,29.53,33.78,0.5,1.5,1.914,0.06754,96.19,1930,LOW,EV USE
BX0003,LFP,407,3.653,1.561,28.98,72.14,2.0,2.5,1.9161,0.07411,95.1,1914,LOW,EV USE
BX0003,LFP,428,3.58,0.622,29.17,43.27,1.0,2.5,1.9207,0.07202,95.57,1908,LOW,EV USE
BX0003,LFP,449,3.625,0.919,30.9,23.74,0.5,2.0,1.9219,0.07114,96.03,1930,LOW,EV USE
BX0003,LFP,471,3.641,1.371,28.65,47.82,1.0,2.5,1.9019,0.06951,95.19,1852,LOW,EV USE
BX0003,LFP,492,3.615,3.484,24.56,51.86,1.5,2.0,1.9093,0.0698,94.82,1875,LOW,EV USE
BX0003,LFP,513,3.692,1.504,25.64,84.6,1.0,0.5,1.8975,0.06627,95.96,1881,LOW,EV USE
BX0003,LFP,534,3.664,0.912,25.34,60.22,2.0,1.5,1.9101,0.07067,95.45,1817,LOW,EV USE
BX0003,LFP,556,3.644,1.83,24.99,80.78,0.5,0.5,1.9024,0.06901,94.61,1824,LOW,EV USE
BX0003,LFP,577,3.636,1.496,25.01,64.73,1.0,1.5,1.8889,0.07325,94.28,1785,LOW,EV USE
BX0003,LFP,598,3.617,3.406,33.94,17.86,2.0,2.0,1.8709,0.07406,93.5,1789,LOW,EV USE
BX0003,LFP,619,3.722,2.144,23.86,58.36,2.0,0.5,1.8904,0.07464,93.54,1704,LOW,EV USE
BX0003,LFP,641,3.689,2.267,30.31,51.81,1.5,0.5,1.8683,0.07345,93.91,1736,LOW,EV USE
BX0003,LFP,662,3.661,0.495,23.82,36.25,1.0,2.5,1.8601,0.07623,92.43,1730,LOW,EV USE
BX0003,LFP,683,3.687,2.672,29.78,42.67,1.5,1.5,1.8817,0.07675,93.81,1686,LOW,EV USE
BX0003,LFP,704,3.63,3.305,29.98,15.47,0.5,2.0,1.8456,0.07646,92.49,1677,LOW,EV USE
BX0003,LFP,726,3.705,2.531,27.15,38.27,0.5,2.5,1.8438,0.08332,92.0,1665,LOW,EV USE
BX0003,LFP,747,3.678,0.85,28.07,54.7,1.5,2.0,1.838,0.07919,91.7,1660,LOW,EV USE
BX0003,LFP,768,3.67,0.468,25.2,37.09,0.5,0.5,1.8451,0.07859,91.64,1606,LOW,EV USE
BX0003,LFP,789,3.705,3.087,30.68,74.74,1.0,2.0,1.8098,0.07977,91.32,1568,LOW,EV USE
BX0003,LFP,810,3.597,1.299,26.77,40.17,1.5,1.0,1.8553,0.07727,91.43,1560,LOW,EV USE
BX0003,LFP,832,3.657,0.719,28.68,48.4,1.0,0.5,1.8053,0.0817,90.46,1510,LOW,EV USE
BX0003,LFP,853,3.664,3.012,27.68,37.44,1.5,1.5,1.8197,0.08387,90.31,1488,LOW,EV USE
BX0003,LFP,874,3.532,2.53,28.54,22.41,1.5,0.5,1.8146,0.08402,90.81,1485,LOW,EV USE
BX0003,LFP,895,3.624,3.347,29.94,78.17,0.5,2.0,1.7981,0.08478,90.4,1506,LOW,EV USE
BX0003,LFP,917,3.623,1.951,27.14,94.41,1.0,1.5,1.8175,0.08468,90.15,1367,LOW,EV USE
BX0003,LFP,938,3.686,3.036,32.69,83.24,1.5,0.5,1.7858,0.08623,89.38,1386,LOW,SECOND-LIFE STORAGE
BX0003,LFP,959,3.676,0.79,25.82,92.26,1.0,0.5,1.8015,0.08638,89.62,1393,LOW,SECOND-LIFE STORAGE
BX0003,LFP,980,3.642,1.999,27.93,24.26,1.0,2.5,1.7854,0.08742,88.91,1366,LOW,SECOND-LIFE STORAGE
BX0003,LFP,1002,3.632,2.046,22.6,48.56,1.5,0.5,1.748,0.09072,88.08,1363,LOW,SECOND-LIFE STORAGE
BX0003,LFP,1023,3.675,2.796,31.73,79.24,1.5,2.5,1.7765,0.08706,88.5,1342,LOW,SECOND-LIFE STORAGE
BX0003,LFP,1044,3.68,1.43,26.64,51.15,1.5,2.0,1.7541,0.08833,88.12,1291,LOW,SECOND-LIFE STORAGE
BX0003,LFP,1065,3.663,3.126,31.41,60.52,2.0,0.5,1.7902,0.09514,88.36,1367,LOW,SECOND-LIFE STORAGE
BX0003,LFP,1087,3.671,2.601,28.29,89.65,0.5,2.0,1.7481,0.09354,86.93,1299,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1108,3.588,1.534,27.99,21.28,1.0,0.5,1.7402,0.09576,87.03,1235,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1129,3.716,2.371,29.38,82.32,1.5,0.5,1.7594,0.08982,87.64,1199,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1150,3.627,2.594,25.11,88.88,1.0,1.5,1.7384,0.09367,87.06,1209,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1172,3.65,2.095,29.03,78.15,1.5,2.5,1.7382,0.09869,86.16,1146,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1193,3.729,2.034,29.4,97.58,0.5,2.0,1.7317,0.09359,86.61,1133,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1214,3.624,2.329,25.98,21.07,1.5,2.5,1.709,0.10507,85.17,1151,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1235,3.646,2.822,27.87,53.03,0.5,1.0,1.722,0.09553,85.78,1166,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1257,3.609,2.905,30.2,18.82,2.0,1.5,1.7162,0.10381,85.05,1061,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1278,3.603,3.194,29.58,15.04,0.5,2.5,1.6826,0.10389,84.62,1108,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1299,3.559,2.328,27.46,37.87,0.5,1.0,1.7107,0.09816,85.72,1121,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1320,3.636,1.737,26.41,33.67,0.5,1.5,1.7004,0.10276,84.63,1104,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1342,3.713,3.022,27.42,90.01,1.5,1.0,1.6845,0.10146,84.51,1003,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1363,3.625,2.241,27.24,39.54,1.5,2.0,1.6887,0.10237,83.85,990,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1384,3.689,0.548,26.76,83.62,2.0,1.0,1.6716,0.10189,83.8,1006,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1405,3.654,3.286,30.18,39.07,0.5,0.5,1.6801,0.10437,83.22,882,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1427,3.613,1.031,25.77,31.65,2.0,1.5,1.6533,0.11122,82.58,929,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1448,3.622,2.29,33.09,78.0,0.5,1.5,1.6505,0.10363,83.07,884,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1469,3.631,1.685,28.73,46.6,0.5,1.5,1.6427,0.10487,82.58,834,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1490,3.693,0.803,27.1,67.47,1.5,0.5,1.6639,0.1113,81.81,885,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1511,3.6,3.036,30.64,25.39,0.5,2.5,1.62,0.11155,81.11,851,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1533,3.582,2.771,30.83,24.87,2.0,0.5,1.6178,0.10971,81.16,897,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1554,3.645,0.45,27.38,90.25,1.0,1.0,1.5952,0.10666,80.94,820,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1575,3.713,2.589,27.63,56.59,0.5,0.5,1.6282,0.11231,81.19,856,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1596,3.6,2.499,28.91,82.13,1.0,1.5,1.583,0.11567,80.32,804,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1618,3.607,3.444,30.35,85.61,2.0,2.0,1.5944,0.11748,79.72,770,HIGH,SECOND-LIFE STORAGE
BX0003,LFP,1639,3.576,3.122,30.11,50.73,0.5,1.0,1.5789,0.11965,79.21,746,HIGH,SECOND-LIFE STORAGE
BX0003,LFP,1660,3.672,3.328,30.21,46.04,1.5,1.5,1.5973,0.11371,80.26,744,MEDIUM,SECOND-LIFE STORAGE
BX0003,LFP,1681,3.676,0.72,26.93,96.1,0.5,2.5,1.6028,0.11749,79.34,684,HIGH,SECOND-LIFE STORAGE
BX0003,LFP,1703,3.661,2.277,26.24,21.15,1.0,2.0,1.5635,0.11897,78.95,665,HIGH,SECOND-LIFE STORAGE
BX0003,LFP,1724,3.605,3.269,28.23,29.29,2.0,2.0,1.5923,0.11833,79.32,615,HIGH,SECOND-LIFE STORAGE
BX0003,LFP,1745,3.584,1.557,30.34,73.41,2.0,0.5,1.5541,0.12742,77.76,694,HIGH,SECOND-LIFE STORAGE
BX0003,LFP,1766,3.656,1.061,25.89,65.82,1.0,0.5,1.544,0.12396,77.1,643,HIGH,SECOND-LIFE STORAGE
BX0003,LFP,1788,3.656,3.313,30.41,59.99,1.0,1.0,1.5454,0.12444,77.57,545,HIGH,SECOND-LIFE STORAGE
BX0003,LFP,1809,3.656,1.414,33.18,76.65,2.0,2.5,1.5446,0.12511,76.81,565,HIGH,SECOND-LIFE STORAGE
BX0003,LFP,1830,3.676,1.032,29.38,73.17,1.5,2.0,1.5188,0.13374,75.59,552,HIGH,SECOND-LIFE STORAGE
BX0003,LFP,1851,3.648,2.486,29.22,65.36,1.5,2.0,1.514,0.13119,76.22,529,HIGH,SECOND-LIFE STORAGE
BX0003,LFP,1873,3.616,2.688,27.4,76.66,1.0,0.5,1.5336,0.12811,76.23,492,HIGH,SECOND-LIFE STORAGE
BX0003,LFP,1894,3.656,3.176,31.36,45.58,0.5,1.0,1.5281,0.12348,75.94,492,HIGH,SECOND-LIFE STORAGE
BX0003,LFP,1915,3.602,2.413,33.68,51.73,1.5,1.0,1.5072,0.12926,74.95,479,HIGH,RECYCLING / INSPECTION
BX0003,LFP,1936,3.66,2.77,30.29,23.75,0.5,2.5,1.4982,0.13287,74.91,392,HIGH,RECYCLING / INSPECTION
BX0003,LFP,1958,3.602,0.742,28.24,71.87,2.0,1.5,1.49,0.13059,75.12,367,HIGH,SECOND-LIFE STORAGE
BX0003,LFP,1979,3.667,2.847,27.44,83.77,2.0,2.5,1.5324,0.1246,75.88,376,HIGH,SECOND-LIFE STORAGE
BX0003,LFP,2000,3.686,0.718,27.99,87.73,1.5,0.5,1.4577,0.13628,73.7,289,HIGH,RECYCLING / INSPECTION
BX0003,LFP,2021,3.602,1.762,29.55,77.11,0.5,2.5,1.4917,0.13383,74.08,356,HIGH,RECYCLING / INSPECTION
BX0003,LFP,2043,3.69,3.075,29.92,76.47,1.0,0.5,1.4817,0.12914,73.2,327,HIGH,RECYCLING / INSPECTION
BX0003,LFP,2064,3.563,2.367,30.79,25.08,1.0,2.0,1.4339,0.13877,72.76,307,HIGH,RECYCLING / INSPECTION
BX0003,LFP,2085,3.62,2.723,28.49,42.86,0.5,0.5,1.4433,0.13618,72.47,280,HIGH,RECYCLING / INSPECTION
BX0003,LFP,2106,3.637,1.95,31.81,29.25,1.0,2.5,1.4349,0.13891,73.15,250,HIGH,RECYCLING / INSPECTION
BX0003,LFP,2128,3.576,0.843,28.83,42.99,0.5,1.0,1.4357,0.13812,71.73,259,HIGH,RECYCLING / INSPECTION
BX0004,LFP,25,3.648,0.431,27.74,36.02,0.5,2.5,2.4761,0.05044,99.58,2081,LOW,EV USE
BX0004,LFP,43,3.684,1.799,26.87,80.7,0.5,1.5,2.465,0.04439,98.44,1991,LOW,EV USE
BX0004,LFP,61,3.643,1.886,25.93,18.48,1.5,2.0,2.4507,0.04814,98.12,1957,LOW,EV USE
BX0004,LFP,80,3.659,1.118,20.08,97.11,1.0,1.5,2.4541,0.05229,98.15,1961,LOW,EV USE
BX0004,LFP,98,3.681,3.281,28.86,44.05,2.0,0.5,2.4532,0.05097,97.43,1932,LOW,EV USE
BX0004,LFP,116,3.572,2.099,26.38,50.36,2.0,1.0,2.4412,0.05016,98.32,1939,LOW,EV USE
BX0004,LFP,135,3.625,1.611,24.69,43.8,1.5,1.5,2.4337,0.05516,97.79,1885,LOW,EV USE
BX0004,LFP,153,3.727,1.351,29.34,77.94,2.0,1.5,2.445,0.0511,97.97,1869,LOW,EV USE
BX0004,LFP,171,3.65,2.212,29.76,61.31,1.5,1.0,2.4179,0.05477,97.3,1836,LOW,EV USE
BX0004,LFP,190,3.666,2.72,33.84,67.85,2.0,2.0,2.4289,0.05751,96.9,1801,LOW,EV USE
BX0004,LFP,208,3.616,2.808,29.79,20.24,1.5,2.0,2.3952,0.05838,95.95,1882,LOW,EV USE
BX0004,LFP,226,3.682,1.218,25.6,53.51,1.5,2.5,2.4318,0.05244,96.88,1811,LOW,EV USE
BX0004,LFP,245,3.616,1.994,30.78,31.69,0.5,1.0,2.4238,0.05283,96.78,1857,LOW,EV USE
BX0004,LFP,263,3.664,3.497,29.8,22.88,2.0,2.5,2.4059,0.05407,95.92,1753,LOW,EV USE
BX0004,LFP,281,3.706,2.155,27.65,80.05,1.5,1.0,2.3839,0.05686,95.47,1718,LOW,EV USE
BX0004,LFP,300,3.555,3.309,26.91,15.44,1.5,0.5,2.3945,0.05762,95.24,1691,LOW,EV USE
BX0004,LFP,318,3.663,2.194,30.56,26.49,1.5,1.0,2.3824,0.0589,95.58,1734,LOW,EV USE
BX0004,LFP,336,3.724,0.565,27.99,64.23,1.5,1.0,2.361,0.05859,95.45,1691,LOW,EV USE
BX0004,LFP,355,3.647,2.12,28.08,20.79,0.5,2.0,2.3722,0.05904,94.82,1711,LOW,EV USE
BX0004,LFP,373,3.55,2.525,28.29,20.03,2.0,1.5,2.3653,0.06005,94.87,1600,LOW,EV USE
BX0004,LFP,391,3.677,2.392,30.42,84.2,2.0,1.5,2.3717,0.05916,94.8,1643,LOW,EV USE
BX0004,LFP,410,3.688,2.443,28.99,88.28,1.5,1.5,2.3482,0.06294,94.0,1623,LOW,EV USE
BX0004,LFP,428,3.639,3.027,29.3,53.6,1.5,2.5,2.3553,0.062,93.73,1600,LOW,EV USE
BX0004,LFP,446,3.623,0.713,22.94,37.29,1.5,2.5,2.3363,0.06065,93.81,1590,LOW,EV USE
BX0004,LFP,465,3.62,1.121,29.23,39.85,0.5,2.0,2.3167,0.06184,92.89,1559,LOW,EV USE
BX0004,LFP,483,3.623,1.462,26.07,27.19,1.5,1.5,2.3325,0.06406,93.21,1532,LOW,EV USE
BX0004,LFP,501,3.598,0.847,24.17,56.96,1.0,0.5,2.3481,0.06173,93.79,1571,LOW,EV USE
BX0004,LFP,520,3.614,1.528,25.74,38.4,1.0,1.5,2.3262,0.0668,93.07,1486,LOW,EV USE
BX0004,LFP,538,3.709,2.434,27.73,54.08,2.0,0.5,2.3066,0.06373,92.76,1527,LOW,EV USE
BX0004,LFP,556,3.673,0.791,22.24,78.28,0.5,2.0,2.3205,0.06349,92.31,1445,LOW,EV USE
BX0004,LFP,575,3.646,2.451,25.15,45.89,2.0,2.5,2.3275,0.06341,93.17,1431,LOW,EV USE
BX0004,LFP,593,3.633,3.274,28.66,38.71,0.5,1.5,2.2794,0.06788,91.52,1467,LOW,EV USE
BX0004,LFP,611,3.683,0.478,28.03,97.05,2.0,2.0,2.2953,0.06037,92.23,1375,LOW,EV USE
BX0004,LFP,630,3.641,1.489,28.46,53.04,1.0,1.5,2.306,0.06486,91.65,1383,LOW,EV USE
BX0004,LFP,648,3.64,2.758,31.0,53.7,1.0,0.5,2.2627,0.06824,90.86,1354,LOW,EV USE
BX0004,LFP,666,3.6,2.491,26.79,54.48,1.5,0.5,2.2785,0.07157,91.06,1401,LOW,EV USE
BX0004,LFP,685,3.653,3.044,27.35,38.11,2.0,0.5,2.2807,0.06805,91.31,1386,LOW,EV USE
BX0004,LFP,703,3.654,3.259,29.89,30.7,1.0,1.5,2.2297,0.07045,90.17,1396,LOW,EV USE
BX0004,LFP,721,3.649,2.154,30.06,71.22,1.0,2.5,2.2508,0.06907,89.86,1347,LOW,SECOND-LIFE STORAGE
BX0004,LFP,740,3.594,1.307,26.37,49.74,2.0,1.5,2.2595,0.07085,89.63,1269,LOW,SECOND-LIFE STORAGE
BX0004,LFP,758,3.635,2.321,29.78,39.54,1.0,1.0,2.273,0.06756,90.1,1375,LOW,EV USE
BX0004,LFP,776,3.694,1.475,26.57,60.07,2.0,1.5,2.2372,0.07744,89.18,1258,LOW,SECOND-LIFE STORAGE
BX0004,LFP,795,3.625,3.311,30.37,96.74,1.5,0.5,2.2105,0.07354,88.81,1242,LOW,SECOND-LIFE STORAGE
BX0004,LFP,813,3.593,3.231,26.98,52.25,1.5,1.5,2.2156,0.07059,89.1,1261,LOW,SECOND-LIFE STORAGE
BX0004,LFP,831,3.611,2.623,28.84,35.71,2.0,2.0,2.2002,0.07785,88.17,1247,LOW,SECOND-LIFE STORAGE
BX0004,LFP,850,3.663,1.461,26.32,30.32,1.0,2.5,2.2039,0.07174,88.69,1185,LOW,SECOND-LIFE STORAGE
BX0004,LFP,868,3.585,2.248,24.59,39.9,0.5,1.0,2.2207,0.07534,88.01,1168,LOW,SECOND-LIFE STORAGE
BX0004,LFP,886,3.661,3.288,28.04,69.67,1.5,1.5,2.2022,0.07858,88.04,1203,LOW,SECOND-LIFE STORAGE
BX0004,LFP,905,3.589,0.635,25.15,23.2,1.0,2.5,2.1744,0.07764,87.96,1131,LOW,SECOND-LIFE STORAGE
BX0004,LFP,923,3.663,3.077,31.89,66.21,0.5,1.5,2.1773,0.07924,87.2,1110,LOW,SECOND-LIFE STORAGE
BX0004,LFP,941,3.635,0.499,23.29,80.87,1.0,2.0,2.1929,0.07696,86.95,1130,LOW,SECOND-LIFE STORAGE
BX0004,LFP,960,3.643,3.183,30.39,72.17,1.5,2.5,2.1566,0.07657,86.49,1090,LOW,SECOND-LIFE STORAGE
BX0004,LFP,978,3.64,2.987,28.32,27.95,1.5,2.5,2.1544,0.08074,85.98,1058,LOW,SECOND-LIFE STORAGE
BX0004,LFP,996,3.601,0.452,28.59,31.95,1.5,0.5,2.1698,0.07724,86.58,1056,LOW,SECOND-LIFE STORAGE
BX0004,LFP,1015,3.667,2.32,27.1,69.3,1.0,2.5,2.1492,0.078,85.9,1022,LOW,SECOND-LIFE STORAGE
BX0004,LFP,1033,3.564,2.549,29.41,18.66,1.5,1.0,2.1158,0.08684,85.0,1035,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1051,3.584,0.728,30.09,36.19,1.0,2.5,2.1355,0.07852,85.22,931,LOW,SECOND-LIFE STORAGE
BX0004,LFP,1070,3.617,0.53,26.09,83.67,0.5,1.0,2.1082,0.08287,84.65,964,LOW,SECOND-LIFE STORAGE
BX0004,LFP,1088,3.674,1.083,27.64,94.52,0.5,1.5,2.0978,0.09043,83.76,981,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1106,3.648,2.44,24.55,89.17,0.5,1.0,2.0934,0.08247,84.02,929,LOW,SECOND-LIFE STORAGE
BX0004,LFP,1125,3.637,1.408,28.3,62.56,0.5,1.5,2.1099,0.08103,83.81,934,LOW,SECOND-LIFE STORAGE
BX0004,LFP,1143,3.623,3.47,29.39,37.07,1.5,0.5,2.0891,0.08848,84.13,890,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1162,3.618,3.243,32.38,56.24,2.0,0.5,2.0534,0.08884,82.43,894,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1180,3.639,0.562,29.84,81.81,1.0,1.5,2.0911,0.08467,83.23,831,LOW,SECOND-LIFE STORAGE
BX0004,LFP,1198,3.614,1.268,28.49,36.95,1.5,2.5,2.0669,0.08782,82.92,846,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1217,3.71,2.155,26.72,45.22,2.0,2.0,2.0628,0.09244,82.01,873,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1235,3.547,2.934,31.36,33.76,2.0,2.5,2.0609,0.08753,82.56,788,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1253,3.68,0.9,24.06,58.99,1.5,2.0,2.0058,0.09175,80.41,803,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1272,3.62,0.931,23.72,25.42,1.5,1.0,2.0581,0.0874,82.16,815,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1290,3.643,1.322,27.36,89.34,1.0,2.0,2.0197,0.09337,81.33,705,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1308,3.599,0.885,28.71,47.95,1.0,2.0,2.037,0.09476,81.23,783,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1327,3.627,3.085,32.73,62.96,1.0,1.5,2.005,0.09614,80.3,654,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1345,3.66,1.025,23.73,85.6,0.5,1.5,1.9642,0.09846,79.47,714,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1363,3.6,3.083,28.67,36.0,1.0,1.5,2.0165,0.09575,80.52,713,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1382,3.601,1.255,32.0,50.61,2.0,1.0,2.0253,0.09651,80.28,688,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1400,3.639,0.806,29.17,19.98,1.5,1.5,1.9717,0.09459,79.5,656,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1418,3.581,1.843,28.84,42.55,2.0,2.0,1.9782,0.10097,78.53,693,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1437,3.656,3.16,30.7,19.18,2.0,2.5,1.9479,0.10005,78.33,676,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1455,3.613,2.616,31.64,26.89,2.0,2.5,1.9506,0.1011,77.52,525,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1473,3.681,1.317,30.89,93.51,2.0,1.5,1.9519,0.10328,78.0,532,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1492,3.608,2.125,31.93,70.2,2.0,0.5,1.9384,0.09928,77.51,539,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1510,3.601,0.766,26.32,79.73,1.0,2.5,1.9275,0.10674,76.96,508,HIGH,SECOND-LIFE STORAGE
BX0004,LFP,1528,3.576,1.578,28.8,60.56,0.5,0.5,1.9323,0.1006,77.02,569,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1547,3.696,3.486,25.6,87.51,1.0,2.5,1.9058,0.10792,76.37,509,HIGH,SECOND-LIFE STORAGE
BX0004,LFP,1565,3.582,0.813,30.41,41.16,1.5,2.0,1.8796,0.10839,75.97,491,HIGH,SECOND-LIFE STORAGE
BX0004,LFP,1583,3.586,2.664,30.87,56.5,2.0,0.5,1.9255,0.10536,76.51,477,HIGH,SECOND-LIFE STORAGE
BX0004,LFP,1602,3.695,0.789,28.68,31.29,2.0,0.5,1.8659,0.10923,75.47,420,HIGH,SECOND-LIFE STORAGE
BX0004,LFP,1620,3.635,2.942,31.06,67.94,2.0,2.0,1.8753,0.1028,75.44,404,MEDIUM,SECOND-LIFE STORAGE
BX0004,LFP,1638,3.569,2.387,31.09,45.28,1.0,2.0,1.8676,0.11065,75.45,401,HIGH,SECOND-LIFE STORAGE
BX0004,LFP,1657,3.627,1.627,31.66,71.08,1.5,2.0,1.8724,0.10519,75.01,443,HIGH,SECOND-LIFE STORAGE
BX0004,LFP,1675,3.552,1.452,29.53,20.15,1.0,2.0,1.8499,0.10888,74.47,370,HIGH,RECYCLING / INSPECTION
BX0004,LFP,1693,3.616,1.77,26.26,69.75,1.5,0.5,1.8179,0.10696,73.52,358,HIGH,RECYCLING / INSPECTION
BX0004,LFP,1712,3.6,1.645,27.88,63.28,0.5,2.0,1.8506,0.11693,73.78,320,HIGH,RECYCLING / INSPECTION
BX0004,LFP,1730,3.687,2.189,32.36,87.37,1.0,2.0,1.8313,0.11667,73.6,295,HIGH,RECYCLING / INSPECTION
BX0004,LFP,1748,3.602,0.845,29.93,39.6,2.0,2.5,1.818,0.11198,73.1,256,HIGH,RECYCLING / INSPECTION
BX0004,LFP,1767,3.651,2.829,29.67,83.78,0.5,1.0,1.841,0.11861,72.93,274,HIGH,RECYCLING / INSPECTION
BX0004,LFP,1785,3.632,3.486,34.43,50.08,1.0,1.5,1.8076,0.11223,73.06,242,HIGH,RECYCLING / INSPECTION
BX0004,LFP,1803,3.623,0.475,29.69,65.66,1.0,2.5,1.8062,0.10936,72.42,194,HIGH,RECYCLING / INSPECTION
BX0004,LFP,1822,3.536,0.611,26.21,56.79,0.5,1.5,1.7729,0.11469,71.57,170,HIGH,RECYCLING / INSPECTION
BX0004,LFP,1840,3.678,2.172,31.01,66.93,2.0,1.5,1.7915,0.1134,71.38,224,HIGH,RECYCLING / INSPECTION
BX0005,NMC,25,3.661,1.986,27.33,48.02,1.5,1.0,2.4155,0.05891,96.88,2037,LOW,EV USE
BX0005,NMC,43,3.783,2.129,31.97,87.88,0.5,2.0,2.4111,0.06415,97.0,1984,LOW,EV USE
BX0055,NMC,62,3.753,3.467,29.69,44.73,1.0,2.5,2.4257,0.05685,96.64,2016,LOW,EV USE
BX0005,NMC,80,3.705,1.427,28.09,19.6,2.0,2.0,2.4088,0.05866,96.59,2045,LOW,EV USE
BX0005,NMC,99,3.737,0.756,27.28,94.94,2.0,1.0,2.4105,0.06176,96.39,1974,LOW,EV USE
